"@id","State__@id","State__City__@id","State__City__Station__@id","State__City__Station__@lastupdate","State__City__Station__@latitude","State__City__Station__@longitude","State__City__Station__Pollutant_Index__@id","State__City__Station__Pollutant_Index__@Min","State__City__Station__Pollutant_Index__@Max","State__City__Station__Pollutant_Index__@Avg","State__City__Station__Air_Quality_Index__@Value","State__City__Station__Air_Quality_Index__@Predominant_Parameter"
"","","","","","","","PM10","NA","NA","NA","",""
"","","","","","","","NO2","NA","NA","NA","",""
"","","","","","","","NH3","NA","NA","NA","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","24","26","26","",""
"","","","","","","","OZONE","36","42","36","",""
"","Delhi","Delhi","Alipur, Delhi - DPCC","20-11-2023 12:00:00","28.815329","77.15301","PM2.5","303","443","365","365","PM2.5"
"","","","","","","","PM10","127","348","210","",""
"","","","","","","","NO2","22","110","48","",""
"","","","","","","","NH3","8","13","10","",""
"","","","","","","","SO2","2","23","9","",""
"","","","","","","","CO","35","112","70","",""
"","","","","","","","OZONE","5","199","17","",""
"","","","Anand Vihar, Delhi - DPCC","20-11-2023 12:00:00","28.647622","77.315809","PM2.5","187","500","359","359","PM2.5"
"","","","","","","","PM10","133","500","323","",""
"","","","","","","","NO2","22","80","51","",""
"","","","","","","","NH3","5","13","10","",""
"","","","","","","","SO2","1","18","7","",""
"","","","","","","","OZONE","7","241","48","",""
"","","","Ashok Vihar, Delhi - DPCC","20-11-2023 12:00:00","28.695381","77.181665","PM2.5","136","367","309","343","PM10"
"","","","","","","","PM10","157","447","343","",""
"","","","","","","","NO2","22","52","35","",""
"","","","","","","","NH3","4","7","5","",""
"","","","","","","","SO2","4","11","6","",""
"","","","","","","","OZONE","2","7","3","",""
"","","","Aya Nagar, Delhi - IMD","20-11-2023 12:00:00","28.4706914","77.1099364","PM2.5","156","356","261","261","PM2.5"
"","","","","","","","PM10","143","412","206","",""
"","","","","","","","NO2","6","7","7","",""
"","","","","","","","CO","53","95","86","",""
"","","","","","","","OZONE","20","29","22","",""
"","","","Bawana, Delhi - DPCC","20-11-2023 12:00:00","28.7762","77.051074","PM2.5","309","500","416","416","PM2.5"
"","","","","","","","PM10","177","500","367","",""
"","","","","","","","NO2","9","83","26","",""
"","","","","","","","NH3","10","14","11","",""
"","","","","","","","SO2","3","9","4","",""
"","","","","","","","CO","45","125","100","",""
"","","","","","","","OZONE","4","131","36","",""
"","","","Burari Crossing, Delhi - IMD","20-11-2023 12:00:00","28.7256504","77.2011573","PM2.5","148","397","320","320","PM2.5"
"","","","","","","","PM10","115","400","247","",""
"","","","","","","","NO2","4","7","6","",""
"","","","","","","","CO","109","119","117","",""
"","","","","","","","OZONE","8","139","12","",""
"","","","CRRI Mathura Road, Delhi - IMD","20-11-2023 12:00:00","28.5512005","77.2735737","PM2.5","74","343","259","259","PM2.5"
"","","","","","","","PM10","108","397","229","",""
"","","","","","","","NO2","23","33","27","",""
"","","","","","","","CO","12","108","106","",""
"","","","","","","","OZONE","15","71","38","",""
"","","","DTU, Delhi - CPCB","20-11-2023 12:00:00","28.7500499","77.1112615","PM2.5","74","336","220","283","PM10"
"","","","","","","","PM10","141","455","283","",""
"","","","","","","","NO2","136","401","245","",""
"","","","","","","","NH3","12","49","25","",""
"","","","","","","","SO2","31","33","32","",""
"","","","","","","","CO","46","116","102","",""
"","","","","","","","OZONE","6","23","7","",""
"","","","Dr. Karni Singh Shooting Range, Delhi - DPCC","20-11-2023 12:00:00","28.498571","77.26484","PM2.5","257","423","340","340","PM2.5"
"","","","","","","","PM10","141","402","226","",""
"","","","","","","","NO2","13","74","38","",""
"","","","","","","","NH3","6","12","9","",""
"","","","","","","","SO2","3","22","6","",""
"","","","","","","","CO","40","117","103","",""
"","","","","","","","OZONE","3","98","24","",""
"","","","Dwarka-Sector 8, Delhi - DPCC ","20-11-2023 12:00:00","28.5710274","77.0719006","PM2.5","277","500","384","384","PM2.5"
"","","","","","","","PM10","163","500","343","",""
"","","","","","","","NO2","26","117","63","",""
"","","","","","","","NH3","20","30","24","",""
"","","","","","","","SO2","2","8","4","",""
"","","","","","","","CO","32","130","110","",""
"","","","","","","","OZONE","2","59","4","",""
"","","","IGI Airport (T3), Delhi - IMD","20-11-2023 12:00:00","28.5627763","77.1180053","PM2.5","208","436","328","328","PM2.5"
"","","","","","","","PM10","129","366","242","",""
"","","","","","","","NO2","6","49","26","",""
"","","","","","","","CO","46","132","119","",""
"","","","","","","","OZONE","1","76","5","",""
"","","","IHBAS, Dilshad Garden, Delhi - CPCB","20-11-2023 12:00:00","28.6811736","77.3025234","PM2.5","113","370","248","248","PM2.5"
"","","","","","","","PM10","122","412","189","",""
"","","","","","","","NO2","14","28","21","",""
"","","","","","","","NH3","8","14","12","",""
"","","","","","","","SO2","13","42","18","",""
"","","","","","","","CO","52","118","86","",""
"","","","","","","","OZONE","10","144","24","",""
"","","","ITO, Delhi - CPCB","20-11-2023 12:00:00","28.628624","77.24106","PM2.5","228","415","321","321","PM2.5"
"","","","","","","","PM10","129","371","204","",""
"","","","","","","","NO2","52","419","242","",""
"","","","","","","","NH3","4","25","14","",""
"","","","","","","","SO2","4","26","15","",""
"","","","","","","","CO","14","148","110","",""
"","","","","","","","OZONE","37","105","38","",""
"","","","Jahangirpuri, Delhi - DPCC","20-11-2023 12:00:00","28.73282","77.170633","PM2.5","277","469","402","402","PM2.5"
"","","","","","","","PM10","165","477","377","",""
"","","","","","","","NO2","11","28","20","",""
"","","","","","","","NH3","10","25","20","",""
"","","","","","","","SO2","11","48","21","",""
"","","","","","","","CO","40","124","83","",""
"","","","","","","","OZONE","10","102","18","",""
"","","","Jawaharlal Nehru Stadium, Delhi - DPCC","20-11-2023 12:00:00","28.58028","77.233829","PM2.5","223","407","325","325","PM2.5"
"","","","","","","","PM10","139","328","208","",""
"","","","","","","","NO2","12","123","33","",""
"","","","","","","","NH3","11","18","13","",""
"","","","","","","","SO2","1","33","12","",""
"","","","","","","","CO","18","141","106","",""
"","","","","","","","OZONE","13","101","31","",""
"","","","Lodhi Road, Delhi - IMD","20-11-2023 12:00:00","28.5918245","77.2273074","PM2.5","186","386","283","283","PM2.5"
"","","","","","","","PM10","134","318","172","",""
"","","","","","","","NO2","6","8","7","",""
"","","","","","","","CO","97","124","122","",""
"","","","","","","","OZONE","8","98","28","",""
"","","","Major Dhyan Chand National Stadium, Delhi - DPCC","20-11-2023 12:00:00","28.611281","77.237738","PM2.5","257","429","332","332","PM2.5"
"","","","","","","","PM10","143","416","238","",""
"","","","","","","","NO2","11","101","44","",""
"","","","","","","","NH3","23","30","26","",""
"","","","","","","","SO2","1","9","6","",""
"","","","","","","","CO","20","104","83","",""
"","","","","","","","OZONE","8","74","17","",""
"","","","Mandir Marg, Delhi - DPCC","20-11-2023 12:00:00","28.636429","77.201067","PM2.5","110","473","336","336","PM2.5"
"","","","","","","","PM10","113","417","210","",""
"","","","","","","","NO2","52","81","66","",""
"","","","","","","","NH3","17","20","18","",""
"","","","","","","","SO2","1","8","5","",""
"","","","","","","","CO","5","105","75","",""
"","","","","","","","OZONE","2","29","16","",""
"","","","Mundka, Delhi - DPCC","20-11-2023 12:00:00","28.684678","77.076574","PM2.5","302","500","384","384","PM2.5"
"","","","","","","","PM10","157","500","324","",""
"","","","","","","","NO2","29","143","78","",""
"","","","","","","","NH3","6","12","9","",""
"","","","","","","","SO2","11","22","16","",""
"","","","","","","","CO","28","149","83","",""
"","","","","","","","OZONE","6","70","13","",""
"","","","NSIT Dwarka, Delhi - CPCB","20-11-2023 12:00:00","28.60909","77.0325413","PM2.5","253","416","345","345","PM2.5"
"","","","","","","","PM10","155","364","252","",""
"","","","","","","","NO2","20","81","52","",""
"","","","","","","","NH3","11","23","17","",""
"","","","","","","","SO2","14","23","18","",""
"","","","","","","","CO","38","120","89","",""
"","","","","","","","OZONE","14","82","23","",""
"","","","Najafgarh, Delhi - DPCC","20-11-2023 12:00:00","28.570173","76.933762","PM2.5","240","385","326","326","PM2.5"
"","","","","","","","PM10","129","279","182","",""
"","","","","","","","NO2","8","38","22","",""
"","","","","","","","NH3","20","25","22","",""
"","","","","","","","SO2","2","6","4","",""
"","","","","","","","CO","25","82","68","",""
"","","","","","","","OZONE","1","82","1","",""
"","","","Narela, Delhi - DPCC","20-11-2023 12:00:00","28.822836","77.101981","PM2.5","297","432","374","374","PM2.5"
"","","","","","","","PM10","168","421","322","",""
"","","","","","","","NO2","17","93","52","",""
"","","","","","","","NH3","7","14","10","",""
"","","","","","","","SO2","1","11","4","",""
"","","","","","","","CO","5","119","61","",""
"","","","","","","","OZONE","6","72","12","",""
"","","","Nehru Nagar, Delhi - DPCC","20-11-2023 12:00:00","28.56789","77.250515","PM2.5","301","500","388","388","PM2.5"
"","","","","","","","PM10","152","445","281","",""
"","","","","","","","NO2","28","224","94","",""
"","","","","","","","NH3","12","25","16","",""
"","","","","","","","SO2","7","19","13","",""
"","","","","","","","CO","2","132","63","",""
"","","","","","","","OZONE","2","252","9","",""
"","","","New Moti Bagh, Delhi - MHUA","20-11-2023 12:00:00","28.57834","77.184","PM2.5","302","456","346","346","PM2.5"
"","","","","","","","NO2","1","16","6","",""
"","","","","","","","CO","36","141","127","",""
"","","","North Campus, DU, Delhi - IMD","20-11-2023 12:00:00","28.6573814","77.1585447","PM2.5","239","424","341","341","PM2.5"
"","","","","","","","PM10","121","409","246","",""
"","","","","","","","NO2","25","61","39","",""
"","","","","","","","CO","68","120","112","",""
"","","","","","","","OZONE","14","67","20","",""
"","","","Okhla Phase-2, Delhi - DPCC","20-11-2023 12:00:00","28.530785","77.271255","PM2.5","233","444","370","370","PM2.5"
"","","","","","","","PM10","146","431","319","",""
"","","","","","","","NO2","33","184","94","",""
"","","","","","","","NH3","7","18","13","",""
"","","","","","","","SO2","8","26","14","",""
"","","","","","","","CO","14","179","96","",""
"","","","","","","","OZONE","4","74","17","",""
"","","","Patparganj, Delhi - DPCC","20-11-2023 12:00:00","28.623763","77.287209","PM2.5","237","500","377","377","PM2.5"
"","","","","","","","PM10","144","500","322","",""
"","","","","","","","NO2","15","144","79","",""
"","","","","","","","NH3","7","10","9","",""
"","","","","","","","SO2","7","22","16","",""
"","","","","","","","CO","40","148","105","",""
"","","","","","","","OZONE","13","115","58","",""
"","","","Punjabi Bagh, Delhi - DPCC","20-11-2023 12:00:00","28.674045","77.131023","PM2.5","293","500","410","410","PM2.5"
"","","","","","","","PM10","145","481","336","",""
"","","","","","","","NO2","60","187","116","",""
"","","","","","","","NH3","5","9","7","",""
"","","","","","","","SO2","NA","NA","NA","",""
"","","","","","","","CO","2","132","33","",""
"","","","","","","","OZONE","15","41","29","",""
"","","","Pusa, Delhi - DPCC","20-11-2023 12:00:00","28.639652","77.146275","PM2.5","260","438","334","334","PM2.5"
"","","","","","","","PM10","157","432","231","",""
"","","","","","","","NO2","33","122","48","",""
"","","","","","","","NH3","4","12","6","",""
"","","","","","","","SO2","5","15","8","",""
"","","","","","","","CO","16","110","97","",""
"","","","","","","","OZONE","3","17","4","",""
"","","","Pusa, Delhi - IMD","20-11-2023 12:00:00","28.63611","77.173332","PM2.5","185","436","314","314","PM2.5"
"","","","","","","","PM10","120","342","193","",""
"","","","","","","","NO2","23","106","71","",""
"","","","","","","","CO","72","126","121","",""
"","","","","","","","OZONE","26","43","35","",""
"","","","R K Puram, Delhi - DPCC","20-11-2023 12:00:00","28.563262","77.186937","PM2.5","273","465","354","354","PM2.5"
"","","","","","","","PM10","157","423","246","",""
"","","","","","","","NO2","24","179","65","",""
"","","","","","","","NH3","6","9","7","",""
"","","","","","","","SO2","2","48","26","",""
"","","","","","","","CO","30","101","101","",""
"","","","","","","","OZONE","8","159","54","",""
"","","","Rohini, Delhi - DPCC","20-11-2023 12:00:00","28.732528","77.11992","PM2.5","293","492","392","392","PM2.5"
"","","","","","","","PM10","156","459","345","",""
"","","","","","","","NO2","14","79","50","",""
"","","","","","","","NH3","20","28","24","",""
"","","","","","","","SO2","2","12","5","",""
"","","","","","","","CO","42","151","106","",""
"","","","","","","","OZONE","5","83","40","",""
"","","","Shadipur, Delhi - CPCB","20-11-2023 12:00:00","28.6514781","77.1473105","PM2.5","176","500","355","355","PM2.5"
"","","","","","","","PM10","132","500","335","",""
"","","","","","","","NO2","51","104","74","",""
"","","","","","","","NH3","2","75","40","",""
"","","","","","","","SO2","6","76","26","",""
"","","","","","","","CO","32","103","57","",""
"","","","","","","","OZONE","11","66","20","",""
"","","","Sirifort, Delhi - CPCB","20-11-2023 12:00:00","28.5504249","77.2159377","PM2.5","273","448","368","368","PM2.5"
"","","","","","","","PM10","154","436","318","",""
"","","","","","","","NO2","33","38","35","",""
"","","","","","","","NH3","6","7","7","",""
"","","","","","","","SO2","34","49","42","",""
"","","","","","","","CO","22","122","114","",""
"","","","","","","","OZONE","8","76","24","",""
"","","","Sonia Vihar, Delhi - DPCC","20-11-2023 12:00:00","28.710508","77.249485","PM2.5","253","427","362","362","PM2.5"
"","","","","","","","PM10","145","418","275","",""
"","","","","","","","NO2","19","69","36","",""
"","","","","","","","NH3","7","7","7","",""
"","","","","","","","SO2","1","11","4","",""
"","","","","","","","CO","2","106","28","",""
"","","","","","","","OZONE","4","96","12","",""
"","","","Sri Aurobindo Marg, Delhi - DPCC","20-11-2023 12:00:00","28.531346","77.190156","PM2.5","237","378","318","318","PM2.5"
"","","","","","","","PM10","129","263","171","",""
"","","","","","","","NO2","3","81","24","",""
"","","","","","","","NH3","5","12","8","",""
"","","","","","","","SO2","6","50","14","",""
"","","","","","","","CO","30","105","77","",""
"","","","","","","","OZONE","3","39","14","",""
"","","","Vivek Vihar, Delhi - DPCC","20-11-2023 12:00:00","28.672342","77.31526","PM2.5","65","361","165","282","PM10"
"","","","","","","","PM10","135","418","282","",""
"","","","","","","","NO2","13","74","42","",""
"","","","","","","","NH3","9","14","11","",""
"","","","","","","","SO2","3","10","6","",""
"","","","","","","","CO","10","153","76","",""
"","","","","","","","OZONE","5","21","7","",""
"","","","Wazirpur, Delhi - DPCC","20-11-2023 12:00:00","28.699793","77.165453","PM2.5","297","500","398","398","PM2.5"
"","","","","","","","PM10","185","500","353","",""
"","","","","","","","NO2","7","34","20","",""
"","","","","","","","SO2","8","33","15","",""
"","","","","","","","CO","5","170","116","",""
"","","","","","","","OZONE","4","68","12","",""
"","Gujarat","Ahmedabad","Chandkheda, Ahmedabad - IITM","20-11-2023 12:00:00","23.107969","72.574648","PM2.5","73","203","114","114","PM2.5"
"","","","","","","","PM10","88","134","112","",""
"","","","","","","","NO2","11","12","12","",""
"","","","","","","","NH3","2","2","2","",""
"","","","","","","","SO2","2","5","3","",""
"","","","","","","","CO","12","60","32","",""
"","","","","","","","OZONE","24","32","28","",""
"","","","Gyaspur, Ahmedabad - IITM","20-11-2023 12:00:00","22.977134","72.553024","PM2.5","108","287","176","176","PM2.5"
"","","","","","","","PM10","120","176","141","",""
"","","","","","","","NO2","10","11","10","",""
"","","","","","","","NH3","3","3","3","",""
"","","","","","","","SO2","11","11","11","",""
"","","","","","","","CO","7","15","10","",""
"","","","","","","","OZONE","31","71","32","",""
"","","","Maninagar, Ahmedabad - GPCB","20-11-2023 12:00:00","23.002657","72.591912","PM2.5","100","287","187","187","PM2.5"
"","","","","","","","PM10","99","168","133","",""
"","","","","","","","NO2","11","118","45","",""
"","","","","","","","SO2","8","97","21","",""
"","","","","","","","CO","28","94","64","",""
"","","","","","","","OZONE","11","90","52","",""
"","","","Raikhad, Ahmedabad - IITM","20-11-2023 12:00:00","23.020509","72.579261","PM2.5","48","97","66","93","PM10"
"","","","","","","","PM10","74","122","93","",""
"","","","","","","","NO2","7","22","9","",""
"","","","","","","","NH3","2","3","2","",""
"","","","","","","","SO2","1","3","1","",""
"","","","","","","","CO","12","104","29","",""
"","","","","","","","OZONE","1","24","11","",""
"","","","Rakhial, Ahmedabad - IITM","20-11-2023 12:00:00","23.016834","72.625775","PM2.5","82","273","152","152","PM2.5"
"","","","","","","","PM10","112","187","141","",""
"","","","","","","","NO2","2","4","3","",""
"","","","","","","","NH3","3","8","5","",""
"","","","","","","","SO2","5","7","6","",""
"","","","","","","","CO","19","100","27","",""
"","","","","","","","OZONE","3","61","33","",""
"","","","SAC ISRO Bopal, Ahmedabad - IITM","20-11-2023 12:00:00","23.041137","72.456691","PM2.5","71","73","72","96","PM10"
"","","","","","","","PM10","94","98","96","",""
"","","","","","","","NO2","22","24","23","",""
